,,,beacon,x,y,,,,,,,
1523149572718,78,29604,2,0.76,0.19,1.85,1,0.802,3,0.955,4,0.528
1523149572718,0,29604,5,0.71,-0.003,1.85,1,0.721,3,1.023,4,0.542
1523149572718,0,29604,2,0.76,0.19,1.85,1,0.802,3,0.955,4,0.528
1523149572765,47,29651,5,0.71,-0.003,1.85,1,0.723,3,1.027,4,0.543
1523149572765,0,29651,2,0.767,0.177,1.85,1,0.802,3,0.955,4,0.528
1523149572765,0,29651,5,0.71,-0.003,1.85,1,0.723,3,1.027,4,0.543
1523149572781,16,29667,2,0.767,0.177,1.85,1,0.802,3,0.955,4,0.528
1523149572781,0,29667,5,0.71,-0.003,1.85,1,0.723,3,1.027,4,0.543
1523149572796,15,29682,2,0.767,0.177,1.85,1,0.801,3,0.955,4,0.528
1523149572796,0,29682,5,0.71,-0.003,1.85,1,0.723,3,1.027,4,0.543
1523149572796,0,29682,2,0.767,0.177,1.85,1,0.801,3,0.955,4,0.528
1523149572875,79,29761,5,0.71,-0.003,1.85,1,0.723,3,1.027,4,0.543
1523149572875,0,29761,2,0.767,0.177,1.85,1,0.801,3,0.955,4,0.528
1523149572875,0,29761,5,0.71,-0.003,1.85,1,0.723,3,1.027,4,0.543
1523149572875,0,29761,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149572906,31,29792,5,0.712,-0.006,1.85,1,0.723,3,1.027,4,0.543
1523149572906,0,29792,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149572906,0,29792,5,0.712,-0.006,1.85,1,0.723,3,1.027,4,0.543
1523149572921,15,29807,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149572921,0,29807,5,0.712,-0.006,1.85,1,0.723,3,1.027,4,0.543
1523149572921,0,29807,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149572937,16,29823,5,0.712,-0.006,1.85,1,0.723,3,1.027,4,0.543
1523149572937,0,29823,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149572937,0,29823,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.543
1523149572968,31,29854,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.543
1523149572968,0,29854,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149572968,0,29854,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.543
1523149573031,63,29917,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149573031,0,29917,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.543
1523149573062,31,29948,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149573062,0,29948,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.537
1523149573062,0,29948,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149573093,31,29979,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.537
1523149573093,0,29979,2,0.767,0.177,1.85,1,0.801,3,0.954,4,0.526
1523149573109,16,29995,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.537
1523149573109,0,29995,2,0.767,0.177,1.85,1,0.8,3,0.954,4,0.526
1523149573109,0,29995,5,0.712,-0.006,1.85,1,0.721,3,1.027,4,0.537
1523149573218,109,30104,2,0.767,0.177,1.85,1,0.8,3,0.954,4,0.526
1523149573218,0,30104,5,0.712,-0.009,1.85,1,0.721,3,1.027,4,0.537
1523149573218,0,30104,2,0.767,0.177,1.85,1,0.8,3,0.954,4,0.527
1523149573281,63,30167,5,0.712,-0.009,1.85,1,0.721,3,1.027,4,0.537
1523149573281,0,30167,2,0.767,0.177,1.85,1,0.8,3,0.954,4,0.527
1523149573328,47,30214,5,0.712,-0.009,1.85,1,0.723,3,1.021,4,0.539
1523149573328,0,30214,2,0.767,0.177,1.85,1,0.8,3,0.954,4,0.527
1523149573359,31,30245,5,0.712,-0.009,1.85,1,0.723,3,1.021,4,0.539
1523149573359,0,30245,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149573359,0,30245,5,0.712,-0.009,1.85,1,0.723,3,1.021,4,0.539
1523149573374,15,30260,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149573374,0,30260,5,0.712,-0.009,1.85,1,0.723,3,1.021,4,0.539
1523149573484,110,30370,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149573484,0,30370,5,0.712,-0.009,1.85,1,0.723,3,1.021,4,0.539
1523149573484,0,30370,2,0.766,0.176,1.85,1,0.8,3,0.954,4,0.527
1523149573515,31,30401,5,0.713,0.002,1.85,1,0.723,3,1.021,4,0.539
1523149573515,0,30401,2,0.766,0.176,1.85,1,0.8,3,0.956,4,0.523
1523149573515,0,30401,5,0.713,0.002,1.85,1,0.723,3,1.021,4,0.539
1523149573625,110,30511,5,0.713,0.002,1.85,1,0.723,3,1.021,4,0.539
1523149573625,0,30511,2,0.766,0.176,1.85,1,0.8,3,0.956,4,0.523
1523149573625,0,30511,5,0.713,0.002,1.85,1,0.723,3,1.021,4,0.539
1523149573671,46,30557,2,0.768,0.173,1.85,1,0.8,3,0.956,4,0.523
1523149573671,0,30557,5,0.713,0.002,1.85,1,0.722,3,1.028,4,0.538
1523149573671,0,30557,2,0.768,0.173,1.85,1,0.8,3,0.956,4,0.523
1523149573687,16,30573,5,0.713,0.002,1.85,1,0.722,3,1.028,4,0.538
1523149573687,0,30573,2,0.768,0.173,1.85,1,0.801,3,0.956,4,0.523
1523149573781,94,30667,5,0.713,0.002,1.85,1,0.722,3,1.028,4,0.538
1523149573781,0,30667,2,0.768,0.173,1.85,1,0.801,3,0.956,4,0.523
1523149573812,31,30698,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149573812,0,30698,2,0.768,0.173,1.85,1,0.801,3,0.955,4,0.532
1523149573812,0,30698,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149573843,31,30729,2,0.768,0.173,1.85,1,0.801,3,0.955,4,0.532
1523149573843,0,30729,5,0.713,-0.008,1.85,1,0.722,3,1.028,4,0.538
1523149573843,0,30729,2,0.768,0.173,1.85,1,0.801,3,0.955,4,0.532
1523149573843,0,30729,5,0.713,-0.008,1.85,1,0.723,3,1.028,4,0.538
1523149573859,16,30745,5,0.713,-0.008,1.85,1,0.723,3,1.028,4,0.538
1523149573859,0,30745,2,0.768,0.173,1.85,1,0.801,3,0.955,4,0.532
1523149573859,0,30745,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.538
1523149573921,62,30807,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.538
1523149573921,0,30807,2,0.768,0.173,1.85,1,0.801,3,0.955,4,0.532
1523149573921,0,30807,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.538
1523149573968,47,30854,2,0.765,0.176,1.85,1,0.801,3,0.955,4,0.532
1523149573968,0,30854,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.536
1523149573968,0,30854,2,0.765,0.176,1.85,1,0.801,3,0.955,4,0.532
1523149573984,16,30870,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.536
1523149573984,0,30870,2,0.765,0.176,1.85,1,0.801,3,0.955,4,0.532
1523149574000,16,30886,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.536
1523149574000,0,30886,2,0.765,0.176,1.85,1,0.801,3,0.955,4,0.532
1523149574000,0,30886,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.536
1523149574015,15,30901,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.532
1523149574015,0,30901,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.536
1523149574078,63,30964,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.532
1523149574078,0,30964,5,0.713,-0.008,1.85,1,0.723,3,1.021,4,0.536
1523149574078,0,30964,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.532
1523149574078,0,30964,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.528
1523149574124,46,31010,5,0.715,0.002,1.85,1,0.723,3,1.021,4,0.536
1523149574124,0,31010,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.528
1523149574124,0,31010,5,0.715,0.002,1.85,1,0.723,3,1.021,4,0.536
1523149574156,32,31042,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.528
1523149574156,0,31042,5,0.715,0.002,1.85,1,0.723,3,1.021,4,0.536
1523149574171,15,31057,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.528
1523149574171,0,31057,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.536
1523149574171,0,31057,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.528
1523149574234,63,31120,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.536
1523149574234,0,31120,2,0.765,0.176,1.85,1,0.8,3,0.956,4,0.528
1523149574265,31,31151,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.539
1523149574265,0,31151,2,0.765,0.173,1.85,1,0.8,3,0.956,4,0.528
1523149574312,47,31198,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.539
1523149574312,0,31198,2,0.765,0.173,1.85,1,0.8,3,0.956,4,0.528
1523149574312,0,31198,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.539
1523149574328,16,31214,2,0.765,0.173,1.85,1,0.798,3,0.952,4,0.528
1523149574328,0,31214,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.539
1523149574390,62,31276,2,0.765,0.173,1.85,1,0.798,3,0.952,4,0.528
1523149574390,0,31276,5,0.715,0.002,1.85,1,0.724,3,1.02,4,0.539
1523149574390,0,31276,2,0.765,0.173,1.85,1,0.798,3,0.952,4,0.528
1523149574421,31,31307,5,0.714,0.004,1.85,1,0.724,3,1.02,4,0.539
1523149574421,0,31307,2,0.765,0.173,1.85,1,0.798,3,0.952,4,0.52
1523149574468,47,31354,5,0.714,0.004,1.85,1,0.724,3,1.02,4,0.539
1523149574468,0,31354,2,0.765,0.173,1.85,1,0.798,3,0.952,4,0.52
1523149574484,16,31370,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.534
1523149574484,0,31370,2,0.765,0.173,1.85,1,0.798,3,0.952,4,0.52
1523149574484,0,31370,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.534
1523149574562,78,31448,2,0.767,0.176,1.85,1,0.798,3,0.952,4,0.52
1523149574562,0,31448,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.534
1523149574578,16,31464,2,0.767,0.176,1.85,1,0.798,3,0.952,4,0.52
1523149574578,0,31464,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.534
1523149574578,0,31464,2,0.767,0.176,1.85,1,0.798,3,0.952,4,0.52
1523149574625,47,31511,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.534
1523149574625,0,31511,2,0.767,0.176,1.85,1,0.798,3,0.952,4,0.52
1523149574687,62,31573,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.534
1523149574687,0,31573,2,0.767,0.176,1.85,1,0.799,3,0.955,4,0.527
1523149574718,31,31604,5,0.714,-0.008,1.85,1,0.72,3,1.026,4,0.534
1523149574718,0,31604,2,0.767,0.176,1.85,1,0.799,3,0.955,4,0.527
1523149574718,0,31604,5,0.714,-0.008,1.85,1,0.72,3,1.026,4,0.534
1523149574736,18,31622,2,0.767,0.176,1.85,1,0.799,3,0.955,4,0.527
1523149574736,0,31622,5,0.714,-0.008,1.85,1,0.72,3,1.026,4,0.534
1523149574827,91,31713,2,0.767,0.176,1.85,1,0.799,3,0.955,4,0.527
1523149574827,0,31713,5,0.714,-0.008,1.85,1,0.72,3,1.026,4,0.534
1523149574827,0,31713,2,0.767,0.176,1.85,1,0.799,3,0.955,4,0.527
1523149574859,32,31745,5,0.714,-0.008,1.85,1,0.723,3,1.03,4,0.538
1523149574859,0,31745,2,0.765,0.173,1.85,1,0.799,3,0.955,4,0.527
1523149574890,31,31776,5,0.714,-0.008,1.85,1,0.723,3,1.03,4,0.538
1523149574890,0,31776,2,0.765,0.173,1.85,1,0.799,3,0.955,4,0.527
1523149574905,15,31791,5,0.714,-0.008,1.85,1,0.723,3,1.03,4,0.538
1523149574905,0,31791,2,0.765,0.173,1.85,1,0.801,3,0.955,4,0.527
1523149574905,0,31791,5,0.714,-0.008,1.85,1,0.723,3,1.03,4,0.538
1523149574937,32,31823,2,0.765,0.173,1.85,1,0.801,3,0.955,4,0.527
1523149574937,0,31823,5,0.714,-0.008,1.85,1,0.723,3,1.03,4,0.538
1523149574984,47,31870,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149574984,0,31870,5,0.714,-0.008,1.85,1,0.723,3,1.03,4,0.538
1523149574984,0,31870,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575015,31,31901,5,0.714,-0.009,1.85,1,0.723,3,1.03,4,0.538
1523149575015,0,31901,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575046,31,31932,5,0.714,-0.009,1.85,1,0.723,3,1.03,4,0.538
1523149575046,0,31932,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575046,0,31932,5,0.714,-0.009,1.85,1,0.723,3,1.03,4,0.538
1523149575046,0,31932,5,0.714,-0.009,1.85,1,0.721,3,1.03,4,0.538
1523149575062,16,31948,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575062,0,31948,5,0.714,-0.009,1.85,1,0.721,3,1.03,4,0.538
1523149575062,0,31948,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575062,0,31948,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.538
1523149575077,15,31963,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.538
1523149575077,0,31963,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575140,63,32026,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.538
1523149575140,0,32026,2,0.765,0.173,1.85,1,0.801,3,0.951,4,0.526
1523149575140,0,32026,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.538
1523149575140,0,32026,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.537
1523149575171,31,32057,2,0.767,0.181,1.85,1,0.801,3,0.951,4,0.526
1523149575171,0,32057,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.537
1523149575171,0,32057,2,0.767,0.181,1.85,1,0.801,3,0.951,4,0.526
1523149575202,31,32088,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.537
1523149575202,0,32088,2,0.767,0.181,1.85,1,0.801,3,0.951,4,0.526
1523149575218,16,32104,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.537
1523149575218,0,32104,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.526
1523149575218,0,32104,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.537
1523149575280,62,32166,1,0,0,1.85,,,,,,
1523149575280,0,32166,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.526
1523149575280,0,32166,3,-0.005,0.718,1.85,,,,,,
1523149575280,0,32166,4,1.238,0,1.85,,,,,,
1523149575280,0,32166,5,0.714,-0.009,1.85,1,0.721,3,1.019,4,0.537
1523149575312,32,32198,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.528
1523149575312,0,32198,5,0.712,0.001,1.85,1,0.721,3,1.019,4,0.537
1523149575312,0,32198,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.528
1523149575359,47,32245,5,0.712,0.001,1.85,1,0.721,3,1.019,4,0.537
1523149575359,0,32245,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.528
1523149575374,15,32260,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575374,0,32260,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.528
1523149575437,63,32323,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575437,0,32323,2,0.767,0.181,1.85,1,0.8,3,0.954,4,0.528
1523149575437,0,32323,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575468,31,32354,2,0.765,0.176,1.85,1,0.8,3,0.954,4,0.528
1523149575468,0,32354,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575515,47,32401,2,0.765,0.176,1.85,1,0.8,3,0.954,4,0.528
1523149575515,0,32401,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575515,0,32401,2,0.765,0.176,1.85,1,0.8,3,0.954,4,0.528
1523149575530,15,32416,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575530,0,32416,2,0.765,0.176,1.85,1,0.802,3,0.952,4,0.528
1523149575593,63,32479,5,0.712,0.001,1.85,1,0.723,3,1.018,4,0.537
1523149575593,0,32479,2,0.765,0.176,1.85,1,0.802,3,0.952,4,0.528
1523149575624,31,32510,5,0.714,0.006,1.85,1,0.723,3,1.018,4,0.537
1523149575624,0,32510,2,0.765,0.176,1.85,1,0.802,3,0.952,4,0.523
1523149575624,0,32510,5,0.714,0.006,1.85,1,0.723,3,1.018,4,0.537
1523149575671,47,32557,2,0.765,0.176,1.85,1,0.802,3,0.952,4,0.523
1523149575671,0,32557,5,0.714,0.006,1.85,1,0.723,3,1.018,4,0.537
1523149575687,16,32573,2,0.765,0.176,1.85,1,0.802,3,0.952,4,0.523
1523149575687,0,32573,5,0.714,0.006,1.85,1,0.723,3,1.026,4,0.534
1523149575687,0,32573,2,0.765,0.176,1.85,1,0.802,3,0.952,4,0.523
1523149575765,78,32651,5,0.714,0.006,1.85,1,0.723,3,1.026,4,0.534
1523149575765,0,32651,2,0.769,0.181,1.85,1,0.802,3,0.952,4,0.523
1523149575780,15,32666,5,0.714,0.006,1.85,1,0.723,3,1.026,4,0.534
1523149575780,0,32666,2,0.769,0.181,1.85,1,0.802,3,0.952,4,0.523
1523149575827,47,32713,5,0.714,0.006,1.85,1,0.723,3,1.026,4,0.534
1523149575827,0,32713,2,0.769,0.181,1.85,1,0.802,3,0.952,4,0.523
1523149575827,0,32713,5,0.714,0.006,1.85,1,0.723,3,1.026,4,0.534
1523149575874,47,32760,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149575874,0,32760,5,0.714,0.006,1.85,1,0.723,3,1.026,4,0.534
1523149575921,47,32807,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149575921,0,32807,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.534
1523149575921,0,32807,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149575937,16,32823,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.534
1523149575937,0,32823,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149575983,46,32869,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.534
1523149575983,0,32869,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149576030,47,32916,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576030,0,32916,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149576030,0,32916,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576046,16,32932,2,0.769,0.181,1.85,1,0.8,3,0.956,4,0.529
1523149576046,0,32932,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576062,16,32948,2,0.765,0.173,1.85,1,0.8,3,0.956,4,0.529
1523149576062,0,32948,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576062,0,32948,2,0.765,0.173,1.85,1,0.8,3,0.956,4,0.529
1523149576077,15,32963,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576077,0,32963,2,0.765,0.173,1.85,1,0.8,3,0.956,4,0.529
1523149576093,16,32979,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576093,0,32979,2,0.765,0.173,1.85,1,0.799,3,0.956,4,0.529
1523149576109,16,32995,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576109,0,32995,2,0.765,0.173,1.85,1,0.799,3,0.956,4,0.529
1523149576109,0,32995,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576187,78,33073,2,0.765,0.173,1.85,1,0.799,3,0.956,4,0.529
1523149576187,0,33073,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576218,31,33104,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576218,0,33104,5,0.715,-0.005,1.85,1,0.724,3,1.026,4,0.538
1523149576218,0,33104,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576233,15,33119,5,0.714,-0.004,1.85,1,0.724,3,1.026,4,0.538
1523149576233,0,33119,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576233,0,33119,5,0.714,-0.004,1.85,1,0.724,3,1.026,4,0.538
1523149576249,16,33135,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576249,0,33135,5,0.714,-0.004,1.85,1,0.724,3,1.026,4,0.538
1523149576249,0,33135,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576249,0,33135,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.538
1523149576265,16,33151,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.538
1523149576265,0,33151,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576327,62,33213,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.538
1523149576327,0,33213,2,0.765,0.173,1.85,1,0.799,3,0.951,4,0.528
1523149576374,47,33260,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.534
1523149576374,0,33260,2,0.765,0.179,1.85,1,0.799,3,0.951,4,0.528
1523149576374,0,33260,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.534
1523149576421,47,33307,2,0.765,0.179,1.85,1,0.799,3,0.951,4,0.528
1523149576421,0,33307,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.534
1523149576421,0,33307,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.528
1523149576484,63,33370,5,0.714,-0.004,1.85,1,0.723,3,1.026,4,0.534
1523149576484,0,33370,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.528
1523149576515,31,33401,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.534
1523149576515,0,33401,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.529
1523149576562,47,33448,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.534
1523149576562,0,33448,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.529
1523149576562,0,33448,5,0.715,-0.005,1.85,1,0.723,3,1.026,4,0.534
1523149576577,15,33463,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.529
1523149576577,0,33463,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.534
1523149576640,63,33526,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.529
1523149576640,0,33526,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.534
1523149576640,0,33526,2,0.765,0.179,1.85,1,0.8,3,0.954,4,0.529
1523149576671,31,33557,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.538
1523149576671,0,33557,2,0.765,0.176,1.85,1,0.8,3,0.954,4,0.529
1523149576718,47,33604,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.538
1523149576718,0,33604,2,0.765,0.176,1.85,1,0.8,3,0.954,4,0.529
1523149576733,15,33619,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.538
1523149576733,0,33619,2,0.765,0.176,1.85,1,0.8,3,0.952,4,0.529
1523149576733,0,33619,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.538
1523149576812,79,33698,2,0.765,0.176,1.85,1,0.8,3,0.952,4,0.529
1523149576812,0,33698,5,0.715,-0.005,1.85,1,0.723,3,1.023,4,0.538
1523149576827,15,33713,2,0.765,0.176,1.85,1,0.8,3,0.952,4,0.53
1523149576827,0,33713,5,0.714,0,1.85,1,0.723,3,1.023,4,0.538
1523149576827,0,33713,2,0.765,0.176,1.85,1,0.8,3,0.952,4,0.53
1523149576889,62,33775,5,0.714,0,1.85,1,0.723,3,1.023,4,0.538
1523149576889,0,33775,2,0.765,0.176,1.85,1,0.8,3,0.952,4,0.53
1523149576936,47,33822,5,0.714,0,1.85,1,0.723,3,1.019,4,0.537
1523149576936,0,33822,2,0.765,0.176,1.85,1,0.8,3,0.952,4,0.53
1523149576967,31,33853,5,0.714,0,1.85,1,0.723,3,1.019,4,0.537
1523149576967,0,33853,2,0.765,0.178,1.85,1,0.8,3,0.952,4,0.53
1523149576967,0,33853,5,0.714,0,1.85,1,0.723,3,1.019,4,0.537
1523149576983,16,33869,2,0.765,0.178,1.85,1,0.8,3,0.952,4,0.53
1523149576983,0,33869,5,0.714,0,1.85,1,0.723,3,1.019,4,0.537
1523149577077,94,33963,2,0.765,0.178,1.85,1,0.8,3,0.952,4,0.53
1523149577077,0,33963,5,0.714,0,1.85,1,0.723,3,1.019,4,0.537
1523149577077,0,33963,2,0.765,0.178,1.85,1,0.8,3,0.952,4,0.53
1523149577139,62,34025,5,0.714,0.004,1.85,1,0.723,3,1.019,4,0.537
1523149577139,0,34025,2,0.765,0.178,1.85,1,0.798,3,0.957,4,0.525
1523149577139,0,34025,5,0.714,0.004,1.85,1,0.723,3,1.019,4,0.537
1523149577155,16,34041,5,0.714,0.004,1.85,1,0.723,3,1.019,4,0.537
1523149577155,0,34041,2,0.765,0.178,1.85,1,0.798,3,0.957,4,0.525
1523149577155,0,34041,5,0.714,0.004,1.85,1,0.723,3,1.019,4,0.537
1523149577155,0,34041,5,0.714,0.004,1.85,1,0.72,3,1.019,4,0.537
1523149577233,78,34119,5,0.714,0.004,1.85,1,0.72,3,1.019,4,0.537
1523149577233,0,34119,2,0.765,0.178,1.85,1,0.798,3,0.957,4,0.525
1523149577264,31,34150,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577264,0,34150,2,0.765,0.17,1.85,1,0.798,3,0.957,4,0.525
1523149577264,0,34150,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577280,16,34166,2,0.765,0.17,1.85,1,0.798,3,0.957,4,0.525
1523149577280,0,34166,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577280,0,34166,2,0.765,0.17,1.85,1,0.798,3,0.957,4,0.525
1523149577296,16,34182,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577296,0,34182,2,0.765,0.17,1.85,1,0.798,3,0.957,4,0.525
1523149577311,15,34197,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577311,0,34197,2,0.765,0.17,1.85,1,0.8,3,0.957,4,0.525
1523149577374,63,34260,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577374,0,34260,2,0.765,0.17,1.85,1,0.8,3,0.957,4,0.525
1523149577374,0,34260,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577389,15,34275,2,0.765,0.17,1.85,1,0.8,3,0.95,4,0.529
1523149577389,0,34275,5,0.714,0.004,1.85,1,0.72,3,1.026,4,0.53
1523149577421,32,34307,2,0.765,0.17,1.85,1,0.8,3,0.95,4,0.529
1523149577421,0,34307,5,0.715,-0.008,1.85,1,0.72,3,1.026,4,0.53
1523149577421,0,34307,2,0.765,0.17,1.85,1,0.8,3,0.95,4,0.529
1523149577452,31,34338,5,0.715,-0.008,1.85,1,0.72,3,1.026,4,0.53
1523149577452,0,34338,2,0.765,0.17,1.85,1,0.8,3,0.95,4,0.529
1523149577467,15,34353,5,0.715,-0.008,1.85,1,0.724,3,1.026,4,0.53
1523149577467,0,34353,2,0.765,0.17,1.85,1,0.8,3,0.95,4,0.529
